Price,Close,High,Low,Open,Volume
Ticker,MMM,MMM,MMM,MMM,MMM
Date,,,,,
2000-06-30,17.472667694091797,18.10421003876182,17.36412015304574,17.959480624330222,4309906
2000-07-03,17.69632911682129,17.762115705217358,17.4726589422293,17.4726589422293,1948762
2000-07-05,18.6304874420166,18.814685293707864,17.867374098471373,18.091044290445492,4048938
2000-07-06,18.22260856628418,18.55153756587079,18.209452405162416,18.406808268204074,3056737
2000-07-07,18.130508422851562,18.472593559919996,18.104194181538606,18.23576538810339,3168443
2000-07-10,18.354190826416016,18.446291693240802,17.920006513925,17.94632077289079,3126105
2000-07-11,18.722583770751953,18.933097767356006,18.26208536362477,18.354184276694863,3819546
2000-07-12,18.959413528442383,19.064670535135864,18.748899515055417,18.99888586639669,3735108
2000-07-13,18.854148864746094,19.130449355550233,18.84099270469661,19.130449355550233,1988230
2000-07-14,18.498912811279297,18.80152570789084,18.235770326883056,18.80152570789084,2701764
2000-07-17,18.367341995239258,18.41997049333959,18.14366991786869,18.314713497138925,2238194
2000-07-18,18.525226593017578,18.643639747568596,18.327868774248245,18.341026858580705,1796392
2000-07-19,18.209453582763672,18.74889464139924,18.156825093097375,18.73573847942667,3706165
2000-07-20,18.209453582763672,18.28839631726312,18.104196603431074,18.262082072429973,2663014
2000-07-21,18.183143615722656,18.183143615722656,17.959471521575463,18.169985529766485,1705257
2000-07-24,18.74889373779297,19.025194255668694,18.104195730896137,18.104195730896137,3097401
2000-07-25,18.59101104736328,18.880467769720568,18.564696799876256,18.630483379037923,2408505
2000-07-26,18.64364242553711,19.2488702113359,18.64364242553711,18.72258518020652,4736638
2000-07-27,18.73573875427246,19.025195451683324,18.643637935561348,18.893624225587477,2475002
2000-07-28,19.156768798828125,19.288341973572976,18.70942845660477,18.788371208918615,2864420
2000-07-31,18.959413528442383,19.22255604517609,18.959413528442383,19.14361329015598,2679518
2000-08-01,18.814672470092773,19.196229842249636,18.788360155689517,19.051502508595178,3242834
2000-08-02,18.998884201049805,19.07782694915019,18.70942745801505,18.85415486908826,2396066
2000-08-03,18.93309783935547,19.143611836760073,18.93309783935547,19.09098333740892,2503706
2000-08-04,18.946252822875977,19.090980211953603,18.867308165885213,18.933094739748167,2431229
2000-08-07,19.130462646484375,19.143618815674138,18.94626283160427,18.94626283160427,1905706
2000-08-08,19.23571014404297,19.406751784020013,18.985723844521917,19.143609321833704,3423430
2000-08-09,19.472536087036133,19.669891950195012,19.28833638500683,19.419907600742043,3756158
2000-08-10,19.972503662109375,20.104072936899545,19.56463199506451,19.56463199506451,4618952
2000-08-11,20.367223739624023,20.511953075084485,19.98566807502533,19.98566807502533,4381905
2000-08-14,20.1435546875,20.261967858608653,19.748840915656995,20.261967858608653,2741471
2000-08-15,19.972503662109375,20.183017575193794,19.84093246643161,20.169859495182223,1950437
2000-08-16,19.906721115112305,19.998820010201246,19.788307975585383,19.998820010201246,2237716
2000-08-17,20.051448822021484,20.130393477494874,19.85409294600205,19.95934992544922,2066927
2000-08-18,20.025144577026367,20.104085422571764,19.9461998897034,20.104085422571764,1809548
2000-08-21,19.985673904418945,20.16987370816679,19.906731131384156,20.077774766737342,1264411
2000-08-22,20.275123596191406,20.419851001991614,19.94619453064649,19.972510699942823,1792565
2000-08-23,20.318532943725586,20.503848597699882,20.18616461945823,20.371480273432525,2089651
2000-08-24,20.080280303955078,20.305307537390043,20.014095141464903,20.26559605339067,1981294
2000-08-25,20.27882957458496,20.27882957458496,20.13322532603484,20.13322532603484,1881069
2000-08-28,20.14646339416504,20.636225429604355,20.14646339416504,20.331777192012765,1923168
2000-08-29,20.040569305419922,20.252360671003114,20.040569305419922,20.199413312738915,2273118
2000-08-30,19.775836944580078,20.146470467990778,19.749365192043776,20.04057379521141,2134142
2000-08-31,19.699710845947266,20.239111514178052,19.696402362608698,19.736111892772772,2503467
2000-09-01,19.59052085876465,20.027335646478363,19.59052085876465,19.894967236182296,3832462
2000-09-05,19.537574768066406,19.669941254463243,19.3919685409871,19.577284327480108,2716834
2000-09-06,19.93467140197754,20.31854065428781,19.802304960004587,19.81554083119145,3274409
2000-09-07,19.405200958251953,19.749358751843978,19.405200958251953,19.696411398983667,4580441
2000-09-08,19.047800064086914,19.352248224647333,18.84924851232958,19.113985203023134,4457253
2000-09-11,18.836013793945312,19.180171548166513,18.716883229900965,19.166935677728688,3146437
2000-09-12,18.650699615478516,18.994857398031137,18.637463743951102,18.73012064222143,3034730
2000-09-13,18.31977653503418,19.047801523976997,18.2535913910253,18.76982894370681,3162224
2000-09-14,18.002094268798828,18.306540550387716,17.81677855271507,18.26683100606134,4721330
2000-09-15,18.028564453125,18.26682747054583,17.816775104306483,18.26682747054583,5743192
2000-09-18,17.618227005004883,17.92267525318788,17.366728042725477,17.86972789981051,5047359
2000-09-19,17.76382827758789,17.935906162185187,17.591748460464903,17.830011484732793,3953258
2000-09-20,17.313779830932617,17.93591023600846,17.04904307717138,17.737358636950592,5405920
2000-09-21,18.30653953552246,18.597749930367307,17.896198581776765,17.92267225403539,6960959
2000-09-22,18.690410614013672,18.95514736300894,18.266831815621245,18.531568564616514,6090510
2000-09-25,19.06104278564453,19.074278657333323,18.58451661937711,18.6374639711846,5135385
2000-09-26,19.034564971923828,19.272826070737135,18.730116798949947,19.06103864207261,7015497
2000-09-27,19.047800064086914,19.325772623052313,18.888958049670784,19.047800064086914,6065634
2000-09-28,19.405200958251953,19.789068300226113,19.0742790366119,19.100752713042056,3953976
2000-09-29,19.2993106842041,19.775835036844303,19.272835069168185,19.352258049222637,3896807
2000-10-02,19.418437957763672,19.63022738150278,19.233122211991954,19.471385313698452,2982106
2000-10-03,19.908199310302734,20.10675090230455,19.378723889070436,19.378723889070436,3482274
2000-10-04,20.22588348388672,20.33177819216664,19.762595101425177,19.762595101425177,4838777
2000-10-05,19.749359130859375,20.11998867546821,19.709647649188927,20.11998867546821,3056019
2000-10-06,19.524337768554688,20.06704734235551,19.524337768554688,19.855259795832872,3339232
2000-10-09,19.43168067932129,19.974392235198543,19.431680679321293,19.550813238426834,2140362
2000-10-10,19.722885131835938,20.09351857176074,19.52433350484999,19.52433350484999,2785245
2000-10-11,19.749359130859375,20.2126475110151,19.709647649188927,20.014093967715333,2831171
2000-10-12,19.246360778808594,19.73612287432179,19.166939741763777,19.722885068551125,5844613
2000-10-13,19.2728328704834,19.339018035469355,19.193413764542534,19.193413764542534,7448449
2000-10-16,19.524337768554688,20.09352295976351,19.40520715285278,19.40520715285278,3416972
2000-10-17,19.2993106842041,19.775835036844303,19.25959919417687,19.59052119180606,4785914
2000-10-18,19.2993106842041,19.352258049222637,19.113994906639213,19.113994906639213,5039226
2000-10-19,18.849252700805664,19.325776917416423,18.7301201972584,19.325776917416423,5711378
2000-10-20,18.47862434387207,18.82278217584345,17.777070873974893,18.637466420166554,12250628
2000-10-23,19.02132797241211,19.908196926044326,18.74335539039509,19.484616253282418,6810263
2000-10-24,19.074283599853516,19.484624716425905,18.96838886879914,19.246363504080215,2726162
2000-10-25,19.087509155273438,19.100745021895833,18.862482029963907,18.90219349488194,3447350
2000-10-26,19.524337768554688,19.722889438900143,19.02133775581223,19.047811440693412,2708940
2000-10-27,19.802309036254883,19.802309036254883,19.193414388220013,19.55080810667289,2560397
2000-10-30,20.1199893951416,20.278831462452555,19.49785893110353,19.74935983727569,3534419
2000-10-31,20.46414566040039,20.49061933628393,19.603752160448316,19.96114775113923,4984928
2000-11-01,20.14646339416504,20.742120132675144,20.080278238482723,20.38472454354816,3197147
2000-11-02,20.106748580932617,20.31853795196353,20.000853895417162,20.159695923690347,3331817
2000-11-03,20.093507766723633,20.13321729775695,19.86848064911697,20.053796303164958,2993588
2000-11-06,20.622983932495117,20.808299629684473,19.961144089344657,20.067036840927052,4028128
2000-11-07,20.53032112121582,20.808293620461328,20.33176767959025,20.808293620461328,2167391
2000-11-08,20.60974884033203,21.125984478561207,20.278826973753635,20.662696184382504,3440174
2000-11-09,20.622983932495117,20.861246971738577,20.146459786534013,20.411194564278713,2638137
2000-11-10,20.1199893951416,20.84801650324662,20.040568361486127,20.675936630729932,2344160
2000-11-13,20.080280303955078,20.278831926372895,19.921438233010285,19.934674105992507,2685498
2000-11-14,20.1199893951416,20.21264823400281,19.643465125735055,19.921437777266068,3175380
2000-11-15,20.19941520690918,20.4773878975995,19.92144058369228,19.92144058369228,3528918
2000-11-16,20.18617057800293,20.622985210761268,19.84201283331948,20.59651347061924,3668850
2000-11-17,20.33177375793457,20.543563128304488,20.159695860771926,20.33177375793457,3964022
2000-11-20,20.040569305419922,20.477385977362758,19.961150200550023,20.42443861909856,3654258
2000-11-21,20.39057731628418,20.430533707534668,20.0842534092902,20.0842534092902,2799118
2000-11-22,20.417219161987305,20.670269237670137,20.25739744752077,20.25739744752077,2579294
2000-11-24,20.417219161987305,20.47049306680948,20.270716895948826,20.417219161987305,1184997
2000-11-27,21.149728775024414,21.309550447127876,20.27071152289989,20.47048764080696,5565945
2000-11-28,21.069814682006836,21.575916565434714,20.909993034608558,20.9899038583077,4468017
2000-11-29,21.336181640625,21.336181640625,21.109768638404255,21.123086135267126,3158875
2000-11-30,21.282909393310547,21.36282021393624,20.963266110807773,21.336183273727674,3511934
2000-12-01,21.229637145996094,21.376141300635183,21.14972631922321,21.14972631922321,3024206
2000-12-04,22.375022888183594,22.721303094588002,21.189680076944367,21.282908391061994,14604356
2000-12-05,24.852272033691406,25.3583741553136,22.85450050097221,22.85450050097221,34822736
2000-12-06,24.532602310180664,24.87888233826495,24.41273711883455,24.599193651052275,14968179
2000-12-07,24.43938636779785,24.466023308586244,23.973240876223024,24.35947748987684,8972870
2000-12-08,24.918851852416992,24.972125735170543,24.199656379688324,24.47934329192234,7604886
2000-12-11,24.55925178527832,24.785664793271255,24.39943015218541,24.679117037875983,3942734
2000-12-12,24.266250610351562,24.45270922188372,24.212976721342375,24.37279838836994,4923214
2000-12-13,24.252927780151367,24.50597772510891,23.973238952099322,24.292882215905074,3411710
2000-12-14,23.653594970703125,24.372792292447432,23.480453902505662,24.09310347288044,4881115
2000-12-15,23.906646728515625,24.239607477597623,23.70686872351126,24.133059726780353,7111894
2000-12-18,24.426067352294922,24.49265872790721,24.106424082690204,24.266245717492563,4810073
2000-12-19,24.2396183013916,24.719083394166404,23.999885755004204,24.426076948581805,5551832
2000-12-20,24.066471099853516,24.226290799865108,23.49377590166494,23.49377590166494,4591205
2000-12-21,24.013195037841797,24.27956247663631,23.333952138361592,23.76014315154321,5753478
2000-12-22,24.026514053344727,24.173016251163382,23.62695995323369,23.95992267554828,4377360
2000-12-26,24.5059814453125,24.5059814453125,23.906651206915612,24.159701190288164,2391522
2000-12-27,25.3983211517334,25.438277542871177,24.37279970512438,24.69244305644842,3068458
2000-12-28,25.984342575073242,26.197438213253715,24.7723621051444,25.251827291050464,5127491
2000-12-29,25.677995681762695,26.19741486466992,25.491537164536915,25.984319416411886,3294023
2001-01-02,25.3983211517334,25.891105623913568,25.03872335371613,25.171908083434477,5562835
2001-01-03,25.105300903320312,25.544811241267674,24.798977166096925,25.145257272426203,5686262
2001-01-04,25.358366012573242,25.464913793438395,24.625849046903056,25.118633505626644,4856238
2001-01-05,24.412757873535156,24.932177385028698,23.560375541283438,24.932177385028698,10006932
2001-01-08,24.55925178527832,24.585888724127138,23.34727203987911,24.079786885999592,6561974
2001-01-09,24.173019409179688,24.545936618002045,23.893332474785105,24.492662731027423,4739509
2001-01-10,23.933290481567383,23.973246874970222,23.227412346267425,23.57369266316515,5195902
2001-01-11,23.893333435058594,24.2795681589252,23.347277043844887,23.9466073241743,5011958
2001-01-12,23.3739013671875,23.9066419594428,23.120851481698708,23.893322521025727,4372337
2001-01-16,24.18634033203125,24.18634033203125,23.453825313562383,23.57369059436232,5079890
2001-01-17,23.440507888793945,23.44050788879394,22.561488624214146,22.69467336127169,13816431
2001-01-18,23.227407455444336,23.440502990203758,22.961038036995056,23.440502990203758,6417497
2001-01-19,22.747940063476562,23.21408746801024,22.628074810247018,23.21408746801024,4857674
2001-01-22,23.200773239135742,23.227410184109875,22.468258224569347,22.707990729336537,4846670
2001-01-23,23.653594970703125,23.800099101058205,23.107538717156277,23.200767027382632,4220445
2001-01-24,22.82784652709961,23.573680676565253,22.534840254095247,23.333948271379867,4428788
2001-01-25,23.333948135375977,23.40054144198339,22.17524248928873,22.801209460291343,5051904
2001-01-26,22.867813110351562,23.56037370121707,22.774582827820474,23.347278134796912,3535376
2001-01-29,22.863018035888672,22.97169692996572,22.560421632554313,22.867280258314366,3678178
2001-01-30,23.73883628845215,23.86669321589848,22.684012262020516,22.747941697965775,5531739
2001-01-31,23.579010009765625,24.05847485180782,23.52786724883663,23.740962734188713,4877049
2001-02-01,23.77080535888672,24.184209824065384,23.336089781528088,23.632292851939653,4526382
2001-02-02,23.169876098632812,23.802769499913683,22.929078017225134,23.610985034879228,3975743
2001-02-05,23.391490936279297,23.789979501822987,23.07824097209963,23.07824097209963,3935558
2001-02-06,23.794254302978516,24.133075832249343,23.48739556472842,23.67491980909091,3684398
2001-02-07,23.841121673583984,24.324848828314508,23.67490669677501,23.67490669677501,3353106
2001-02-08,23.87735366821289,24.069140086565405,23.69409364005915,24.052093139502084,2514470
2001-02-09,23.581146240234375,23.932752311852788,23.53426568994448,23.930623145425272,2083193
2001-02-12,23.96898078918457,23.96898078918457,23.521480532975463,23.54278969861507,3255273
2001-02-13,24.322729110717773,24.591229754581654,23.90932453030692,23.968989827708278,4039131
2001-02-14,23.6472225189209,24.32273655906726,23.2295555869839,24.32273655906726,5032768
2001-02-15,24.45270347595215,24.484668190735437,23.451155375702424,23.621630613806637,3353823
2001-02-16,24.126672744750977,24.495327748490766,23.753755518745727,24.452709414725096,4197482
2001-02-20,24.258785247802734,24.45057158594504,24.11175028670812,24.12879722664195,4137442
2001-02-21,23.83464241027832,24.47303191768817,23.83250000617977,24.207393356950494,3819785
2001-02-22,23.618270874023438,24.100276521743176,23.271226885855143,24.068142420945613,5202122
2001-02-23,23.650386810302734,23.864611378088902,23.53684732023693,23.768209149737284,6721998
2001-02-26,23.853904724121094,23.97172904475913,23.579696746643116,23.778926499509087,4028128
2001-02-27,24.207372665405273,24.31020015524962,23.714655329363417,24.057416235173367,4563697
2001-02-28,24.153818130493164,24.436593746440508,23.999576885430976,24.209516683667854,5003107
2001-03-01,23.47901725769043,24.19452709843623,23.41475103041231,24.153825349968155,6006073
2001-03-02,23.849624633789062,24.203095710832738,23.247654360606237,23.468306227731667,6381138
2001-03-05,24.036001205444336,24.22880182798487,23.875330762081944,24.036001205444336,3180164
2001-03-06,24.046695709228516,24.314476350358426,23.967432717643895,24.314476350358426,3793951
2001-03-07,24.1923770904541,24.256645252276673,24.027425790636652,24.057417469170744,3493277
2001-03-08,25.104969024658203,25.171379575586183,24.263067610562835,24.40017156157059,5808733
2001-03-09,24.937891006469727,25.653400928344947,24.646543706017,25.04286094886544,7185807
2001-03-12,23.950302124023438,25.021425073983686,23.77892362487776,24.85004657483801,6577522
2001-03-13,23.07199478149414,24.18596240497134,22.814923976635715,24.18596240497134,11871496
2001-03-14,23.031293869018555,23.564713263810123,22.38861971098073,22.493589667080418,13531544
2001-03-15,23.40188980102539,23.547563392336208,23.136251447529258,23.436166285112655,5049034
2001-03-16,22.70994758605957,23.628971885108655,22.600692867092324,23.628971885108655,8081133
2001-03-19,23.131969451904297,23.275500658218935,22.54285171732856,22.70994739845659,5638422
2001-03-20,22.544994354248047,23.457591447124777,22.542851951538484,23.131969692234883,6583980
2001-03-21,22.200096130371094,22.664964354669113,21.85519465611667,22.542855201607075,10746778
2001-03-22,21.81020736694336,22.172246098392737,21.101122815173685,21.63668445678321,16116578
2001-03-23,21.797346115112305,22.161529090072293,21.315340788787566,21.904458409851138,9353198
2001-03-26,22.28577995300293,22.814914250852247,21.74379124075401,21.74379124075401,6515090
2001-03-27,22.581405639648438,22.77206573335221,22.013710162513043,22.27934846155628,7805574
2001-03-28,22.4571533203125,22.482860186241915,21.949441252147043,22.204367509718203,5346838
2001-03-29,22.02227783203125,22.283631304093852,21.540272612601918,22.283631304093852,5964452
2001-03-30,22.257936477661133,22.547139374813586,21.861621251582054,22.07584590943531,4420655
2001-04-02,21.86161231994629,22.72922065693932,21.74378802436562,22.19365923111161,5550158
2001-04-03,21.403179168701172,21.850908133682374,21.103264271897892,21.711661722157945,7795528
2001-04-04,21.126829147338867,21.850908546188084,20.8140617822773,21.40103716986397,9627561
2001-04-05,22.114408493041992,22.247225755692124,21.632401030114703,21.63668583628032,7080798
2001-04-06,21.850906372070312,22.043708929810688,21.587410390215485,21.925886556286603,4452230
2001-04-09,22.403600692749023,22.53641984662734,22.077979036854728,22.236505060685413,4729462
2001-04-10,23.258358001708984,23.950301131193605,22.54713129776029,22.6006874430382,9298182
2001-04-11,22.881330490112305,23.821775006022875,22.761363744952252,23.778930856892682,5470982
2001-04-12,23.078414916992188,23.18766964273923,22.579272195944775,22.707806592486264,3896090
